BPFO_x1_ratio,BPFO_x2_ratio,BPFO_x3_ratio,BPFI_x1_ratio,BPFI_x2_ratio,BPFI_x3_ratio,BSF_x1_ratio,BSF_x2_ratio,BSF_x3_ratio,rms,kurtosis,true_fault_type
0.004845415389261466,0.0045970672318527885,0.0014571335726416212,0.017110330741570978,0.0020076665606462525,0.007957920406664452,0.0049143392212888885,0.004238895147301622,0.0045970672318527885,0.2951948445510093,2.0322983227002487,IR
0.0037273356572003796,0.005466373942435544,0.004542419439886088,0.006960692292135626,0.0012646855415298884,0.005525277609292283,0.015797071892425362,0.006095735887590476,0.007039914056498965,0.5762696873816779,19.923294695095116,OR
0.16879843089425284,0.039579535863163116,0.0509626764022882,0.10769375112556903,0.0509626764022882,0.03163991597303344,0.07939509723495473,0.11236251747319495,0.031088030164227235,0.14380705574236644,4.028028392934772,B
0.0026258210698085023,0.0050119472259863036,0.006345257167403643,0.006035417953389429,0.006345257167403643,0.0029656288848503016,0.008146816505981798,0.008931064889414277,0.0050119472259863036,0.1644610918377873,18.720173083749017,IR
0.01892084780240994,0.018911582175573507,0.009893143848287857,0.023025825625366456,0.010573793736736222,0.011992974488326598,0.0254916325251144,0.017177772672603033,0.014700014904727296,0.06487807950328756,-0.046531808619621806,Normal
0.14041818297870057,0.06045215458799096,0.05524051337892045,0.08653600011889165,0.05524051337892045,0.014840692304490026,0.05674401501194191,0.08541951543137628,0.05249698321130728,0.21195451955509517,1.8172536606582268,B
0.024579564473169377,0.008800953919257247,0.019056085713873783,0.01810218712414022,0.019056085713873783,0.01792194940221119,0.017224309675211966,0.025968119494242645,0.01878293982526939,0.06598908417931662,-0.08755029225435207,Normal
0.3846057351243622,0.14552473364012128,0.08067108415723799,0.02176284335509968,0.08067108415723799,0.022470131149260445,0.07076046405267641,0.04809894686038226,0.14552473364012128,1.0172125627053386,4.025133784518924,OR
0.02502651674457758,0.004357581071946871,0.0031726803172387416,0.005636825564566464,0.0031726803172387416,0.005308098097168177,0.00643321108208048,0.00830030985600171,0.004357581071946871,0.13496152383856,2.005913511699217,B
0.06113042030404458,0.046855210553298714,0.04907688549383267,0.07813399831132373,0.04907688549383267,0.036511243622988784,0.13146220598866973,0.15659178581409414,0.04058441286236199,0.11910028435495026,2.696157156932559,B
