rms,kurtosis,peak_to_peak,std,mean_abs,bpfo_energy,bpfi_energy,bsf_energy,timestamp,rul_hours,label
0.07417899856512623,0.6292092021170044,0.8400000000000001,0.07347493104305192,0.058332421875000005,0.016026948258739227,0.010356800777744127,0.013607927231345806,2004-02-12 10:32:39,163.83333333333334,0
0.07538245681139528,0.6487424093070309,0.757,0.07533812128951385,0.058996630859374996,0.02110941891983362,0.012528087639074266,0.014770833473193256,2004-02-12 10:42:39,163.66666666666666,0
0.07622977446919937,0.5138937170258222,0.903,0.0761892927992494,0.06023896484375,0.013982195353522804,0.011865753314364562,0.012511919262226725,2004-02-12 10:52:39,163.5,0
0.07872367646602974,1.1585285019885925,1.184,0.07869075089989153,0.061453271484375,0.018829779466301048,0.014125447913855938,0.012803436607188341,2004-02-12 11:02:39,163.33333333333334,0
0.07847429073677968,0.6036172404933771,0.782,0.07843746411081838,0.06136098632812501,0.021872771253320857,0.012179113411817103,0.01718522851177869,2004-02-12 11:12:39,163.16666666666666,0
0.07831464139380723,0.45649801800150813,0.8049999999999999,0.07829782000144782,0.061668505859375,0.015195580993364367,0.014093712397604846,0.016631922405559017,2004-02-12 11:22:39,163.0,0
0.07863244325857172,0.4790248714887766,0.796,0.07861603186545633,0.061943945312500005,0.015189587316558548,0.014965009715770593,0.01631593563648482,2004-02-12 11:32:39,162.83333333333334,0
0.07777288022464836,0.47239073136216936,0.749,0.07774646967579023,0.061231347656250004,0.01598839371161064,0.013810758947215913,0.016831324669448193,2004-02-12 11:42:39,162.66666666666666,0
0.07902942984262255,0.4049061226193671,0.747,0.07900619543360511,0.062281347656250007,0.01314651837217239,0.014973033072894762,0.01752926585460144,2004-02-12 11:52:39,162.5,0
0.07571755989830314,0.32557575032762953,0.722,0.07568852631669243,0.059892822265625,0.02039022853188915,0.015767962399487658,0.012556074125543328,2004-02-12 12:02:39,162.33333333333334,0
0.07924111648011797,0.45561611311583317,0.815,0.07922086801763584,0.062369384765625,0.020837585864544907,0.014465003854873244,0.014335001458798886,2004-02-12 12:12:39,162.16666666666666,0
0.077638908086269,0.6419647483524056,0.913,0.07762333368719734,0.06083764648437501,0.02361910779011318,0.013423150592954841,0.01460629375171958,2004-02-12 12:22:39,162.0,0
0.07740458087623109,0.36510812429231887,0.778,0.07736575740151559,0.061091308593750004,0.018794477622876976,0.01530783006862465,0.018050716723332846,2004-02-12 12:32:39,161.83333333333334,0
0.07986468720103242,0.5986922642359724,0.852,0.07985799357629145,0.06260361328125001,0.024918148464777214,0.01808588990453155,0.01760593480241253,2004-02-12 12:42:39,161.66666666666666,0
0.07921698007145074,0.5515379564037981,0.8049999999999999,0.07918146190235564,0.06234145507812501,0.02352721657641638,0.021530602902947785,0.013999567561344154,2004-02-12 12:52:39,161.5,0
0.07866177721938719,0.5534797335794157,0.725,0.07864707093207793,0.06163056640625,0.013765672278481696,0.01697176408938226,0.01332430203966428,2004-02-12 13:02:39,161.33333333333334,0
0.07845338360094803,0.48037632487840476,0.8200000000000001,0.07842744893849181,0.061883496093750004,0.015626072531279043,0.01629915035167226,0.01766526851948171,2004-02-12 13:12:39,161.16666666666666,0
0.07762277416041877,0.44815124004968876,0.849,0.07760498435587541,0.061244482421875,0.013711274752508362,0.012923700221326759,0.017130365898740334,2004-02-12 13:22:39,161.0,0
0.07782555832949016,0.3418217176820537,0.761,0.07777670281156139,0.061474462890625005,0.014545547664148355,0.014991555154907809,0.011984930834323506,2004-02-12 13:32:39,160.83333333333334,0
0.07893316063389487,0.5968683165729933,0.874,0.07890076758853798,0.061842382812500006,0.013612157151252646,0.016989533536085216,0.013637395427968711,2004-02-12 13:42:39,160.66666666666666,0
0.07902854786058722,0.5067967867356327,0.8029999999999999,0.07901527413866455,0.062211376953124994,0.015652878049256403,0.012850203689892724,0.015674492384583568,2004-02-12 13:52:39,160.5,0
0.07936328499916932,0.3847937352068196,0.742,0.07934267114626233,0.062623291015625,0.015092704928808381,0.014612434828526382,0.012230378921755002,2004-02-12 14:02:39,160.33333333333334,0
0.07948672040475141,0.41536679797736253,0.6859999999999999,0.07946629829958578,0.062512646484375,0.014217558614257155,0.015932765582262115,0.015479793547265256,2004-02-12 14:12:39,160.16666666666666,0
0.07975294340914242,0.5204940512938818,0.759,0.07972131548057863,0.06260395507812501,0.020028721277084712,0.010910305093928728,0.019712966961142022,2004-02-12 14:22:39,160.0,0
0.07938138784581765,0.4850924186751264,0.85,0.07935676530457542,0.06244741210937501,0.011989069210723834,0.014998281334808999,0.018782678601591562,2004-02-12 14:32:39,159.83333333333334,0
0.07759187944533484,0.3103442676736252,0.7130000000000001,0.07756141544378374,0.061328759765625004,0.01387703906653245,0.01698406355594612,0.014014378968684568,2004-02-12 14:42:39,159.66666666666666,0
0.07774099563514575,0.3684250157339868,0.732,0.07772622576182905,0.06144902343750001,0.01671274962448827,0.01130101013056473,0.01838052614138275,2004-02-12 14:52:39,159.5,0
0.07751394405806931,0.4046000652526254,0.769,0.0774813044446991,0.0612880859375,0.016371145626803654,0.016319298778691912,0.010968187532480474,2004-02-12 15:02:39,159.33333333333334,0
