rms,kurtosis,peak_to_peak,std,mean_abs,bpfo_energy,bpfi_energy,bsf_energy,rul_pct,rul_hours
0.18316319021038827,0.6189178460798499,1.612,0.18314832836630018,0.142041552734375,0.10409747641612467,0.012215156044111155,0.007333476814313153,0.23314606741573035,13.833333333333334
0.18156546657430137,0.9190866735454186,1.616,0.18155279777908798,0.13872958984375,0.04099954369739852,0.007810743692600646,0.007411733842376767,0.3426966292134831,20.333333333333332
0.2847874176332015,0.3529004495966328,3.259,0.28477555245014435,0.22799365234375002,0.034191835858494356,0.012074624638885794,0.011899093571015413,0.06460674157303371,3.8333333333333335
0.08509172842347104,0.18393648207643443,0.71,0.08504312583395439,0.06729296875,0.037819235564222765,0.009662182868442672,0.010814206321062865,0.5365168539325842,31.833333333333332
0.26625092456925736,-0.14714982408128696,1.883,0.2662504771046147,0.215096044921875,0.026416141737633365,0.007780247092210195,0.011621908208116953,0.09831460674157302,5.833333333333333
0.2929295312082861,0.07758735008056039,2.2039999999999997,0.2929284794796041,0.23106943359374998,0.061197389178426057,0.005421095672805715,0.005430612363696612,0.14887640449438203,8.833333333333334
0.1374682461558737,1.2486797347525203,1.2029999999999998,0.13745230719098978,0.10394926757812499,0.11875327741684047,0.007688256251794716,0.008983772255857682,0.40730337078651685,24.166666666666668
0.08205919434745337,0.08876924407338471,0.722,0.08205553225392881,0.065279052734375,0.012228815969140036,0.013363810957496452,0.010624655144719861,0.8174157303370786,48.5
0.15626051714604683,0.41333971121081703,1.397,0.15622993640761748,0.12298076171875001,0.045586873282374304,0.009040896890810486,0.010201888519730081,0.2949438202247191,17.5
0.21783447689971364,0.24168284091330694,1.6179999999999999,0.21780772216985358,0.170495166015625,0.07690520902900405,0.007823181624170401,0.010681298857086147,0.19382022471910113,11.5
